paper_id	author_id	author_name	affiliation	country
1	1	Sauvik Das	Georgia Institute of Technology	USA
1	2	Joanne Lo	Carnegie Mellon University	USA
1	3	Laura Dábbish	Carnegie Mellon University	USA
1	4	Jason I. Hong	Carnegie Mellon University	USA
2	5	Youngjun Cho	University College London	GBR
2	6	Nadia Bianchi-Berthouze	University College London	GBR
2	7	Nicolai Marquardt	University College London	GBR
2	8	Simon J. Julier	University College London	GBR
3	9	Q. Vera Liao	IBM Research	USA
3	10	Muhammed Mas-ud Hussain	Northwestern University	USA
3	11	Praveen Chandar	Spotify	USA
3	12	Matthew Davis	IBM Research	USA
3	13	Yasaman Khazaen	IBM Research	USA
3	14	Marco Patricio Crasso	Capital Federal	ARG
3	15	Dakuo Wang	IBM Research	USA
3	16	Michael Muller	Cambridge University	GBR
3	17	N. Sadat Shami	IBM Research	USA
3	18	Werner Geyer	IBM Research	USA
4	19	Rikke Hagensby Jensen	Aalborg University	DNK
4	20	Yolande Strengers	RMIT University	AUS
4	21	Jesper Kjeldskov	Aalborg University	DNK
4	22	Larissa Nicholls	RMIT University	AUS
4	23	Mikael B. Skov	Aalborg University	DNK
5	24	Bahare Barati	Delft University of Technology	NLD
5	25	Elisa Giaccardi	Delft University of Technology	NLD
5	26	Elvin Karana	Delft University of Technology	NLD
6	27	Chelsea Myers	Drexel University	USA
6	28	Anushay Furqan	Drexel University	USA
6	29	Jessica Nebolski	Drexel University	USA
6	30	Karina Caro	Drexel University	USA
6	31	Jichen Zhu	Drexel University	USA
7	32	Andrew Garbett	Newcastle University	GBR
7	33	David Chatting	Newcastle University	GBR
7	34	Gerard Wilkinson	Newcastle University	GBR
7	35	Clement Lee	Newcastle University	GBR
7	36	Ahmed Kharrufa	Newcastle University	GBR
8	37	Foad Hamidi	University of Maryland	USA
8	38	Morgan Klaus Scheuermann	University of Maryland	USA
8	39	Stacy M. Branham	University of Maryland	USA
9	40	J. Nathan Matias	Massachusetts Institute of Technology	USA
9	41	Merry Mou	Massachusetts Institute of Technology	USA
10	42	George “Hope” Chidziwisano	Michigan State University	USA
10	43	Susan Wyche	Michigan State University	USA
11	44	Rushil Kurana	Carnegie Mellon University	USA
11	45	Duncan McIsaac	Carnegie Mellon University	USA
11	46	Elliot Lockermann	Carnegie Mellon University	USA
11	47	Jennifer Mankoff	University of Washington	USA
12	48	Abigail C. Durrant	Northumbria University	GBR
12	49	David S. Kirk	Northumbria University	GBR
12	50	Diego Trujillo-Pisanti	Newcastle University	GBR
12	51	Sarah Martindale	University of Nottingham	GBR
13	52	Gahgene Gweon	Seoul National University	KOR
13	53	Bugeun Kim	Seoul National University	KOR
13	54	Jinyoung Kim	Seoul National University	KOR
13	55	Jueun Choi	Seoul National University	KOR
13	56	Jungwook Rim	Seoul National University	KOR
13	57	Kung Jin Lee	University of Washington	USA
14	58	Yvonne Jansen	Sorbonne Université	FRA
14	59	Kasper Hornbaek	University of Copenhagen	DNK
15	60	Elizabeth Stowell	Northeastern University	USA
15	61	Herman Saksono	Northeastern University	USA
15	62	Renee C. Wurth	Northeastern University	USA
15	63	Holly Jimison	Northeastern University	USA
15	64	Misha Pavel	Northeastern University	USA
15	65	Andrea G. Parker	Northeastern University	USA
15	66	Mercedes C. Lyson	Tufts Medical Center	USA
16	67	Kristen Vaccaro	University of Illinois	USA
16	68	Dylan Hunag	University of Illinois	USA
16	69	Motahhare Eslami	University of Illinois	USA
16	70	Kevin Hamilton	University of Illinois	USA
16	71	Christian Sandvig	University of Michigan	USA
16	72	Karrie Karahalios	Adobe Research	USA
17	73	German Flores	University of California	USA
17	74	Roberto Manduchi	University of California	USA
18	75	Euan Freeman	University of Glasgow	GBR
18	76	Julie Williamson	University of Glasgow	GBR
18	77	Stephen Brewster	University of Glasgow	GBR
18	78	Sriram Subramanian	University of Sussex	GBR
19	79	Tom Horak	Technical University of Dresden	DEU
19	80	Raimund Dachselt	Technical University of Dresden	DEU
19	81	Sriram Karthik Badam	University of Maryland	USA
19	82	Niklas Elmqvist	University of Maryland	USA
20	83	Syed Masum Billah	Stony Brook University	USA
20	84	Vikas Ashok	Stony Brook University	USA
20	85	IV Ramakrishnan	Stony Brook University	USA
20	86	Donald E. Porter	University of North Carolina	USA
21	87	Daniel Buschek	LMU Munich	DEU
21	88	Bianka Roppelt	LMU Munich	DEU
21	89	Florian Alt	Munich University of applied sciences	DEU
22	90	Julie S. Hui	Northwestern University	USA
22	91	Darren Gergle	Northwestern University	USA
22	92	Elizabeth M. Gerber	Northwestern University	USA
23	93	Xi Niu	University of North Carolina at Charlotte	USA
23	94	Fakhri Abbas	University of North Carolina at Charlotte	USA
23	95	Mary Lou Maher	University of North Carolina at Charlotte	USA
23	96	Kazjon Grace	The University of Sydney	AUS
24	97	M. Iftekhar Tanveer	University of Rochester	USA
24	98	Samiha Samrose	University of Rochester	USA
24	99	Raiyan Abdul Baten	University of Rochester	USA
24	100	M. Ehsan Hoque	University of Rochester	USA
25	101	Jeff Avery	University of Waterloo	CAN
25	102	Edward Lank	University of Waterloo	CAN
25	103	Sylvain Malacria	Inria	FRA
25	104	Mathieu Nancel	Inria	FRA
25	105	Géry Casiez	Université de Lille	FRA
26	106	Benjamin M. Gorman	University of Dundee	GBR
26	107	David R. Flatla	University of Guelph	CAN
27	108	Daniel Trindade	Universidade de Lisboa	PRT
27	109	André Rodrigues	Universidade de Lisboa	PRT
27	110	Tiago Guerreiro	Universidade de Lisboa	PRT
27	111	Hugo Nicolau	Universidade de Lisboa	PRT
28	112	Amid Ayobi	University College London	GBR
28	113	Tobias Sonne	University College London	GBR
28	114	Anna L Cox	University College London	GBR
28	115	Paul Marshall1	University of Bristol	GBR
29	116	Yang Li	Google	USA
29	117	Samy Bengio	Google	FRA
29	118	Gilles Bailly	Sorbonne Université	FRA
30	119	Steve Benford	University of Nottingham	GBR
30	120	Boriana Koleva	University of Nottingham	GBR
30	121	William Westwood Preston	University of Nottingham	GBR
30	122	Emily-Clare Thorn	University of Nottingham	GBR
30	123	Kevin Glover	University of Nottingham	GBR
30	124	Alice Angus	Proboscis	GBR
31	125	Huy Viet Le	University of Stuttgart	DEU
31	126	Sven Mayer	University of Stuttgart	DEU
31	127	Patrick Bader	University of Stuttgart	DEU
31	128	Niels Henze	University of Stuttgart	DEU
32	129	Adam Rule	University of California San Diego	USA
32	130	Aurélien Tabard	Université de Lyon	FRA
32	131	James D. Hollan	University of California San Diego	USA
33	132	Aditya Shekhar Nittala	Saarland University	DEU
33	133	Anusha Withana	Saarland University	DEU
33	134	Narjes Pourjafarian	Saarland University	DEU
33	135	Jürgen Steimle	Saarland University	DEU
34	136	Jessica Hullman	University of Washington	USA
34	137	Yea-Seul Kim	University of Washington	USA
34	138	Francis Nguyen	University of Washington	USA
34	139	Lauren Speers	University of California	USA
34	140	Maneesh Agrawala	Stanford University	USA
35	141	Meredith Ringel Morris	Microsoft Research	USA
35	142	Adam Fourney	Microsoft Research	USA
35	143	Abdullah Ali	University of Washington	USA
35	144	Laura Vonessen	University of Washington	USA
36	145	David Ledo	University of Calgary	CAN
36	146	Steven Houben	Lancaster University	GBR
36	147	Jo Vermeulen	Aarhus University	DNK
36	148	Nicolai Marquardt	University College London	GBR
36	149	Lora Oehlberg	University of Calgary	CAN
36	150	Saul Greenberg	University of Calgary	CAN
37	151	Jiawei Zhang	Purdue University	USA
37	152	Chittayong Surakitbanharn	Purdue University	USA
37	153	Niklas Elmqvist	University of Maryland	USA
37	154	Ross Maciejewski	Arizona State University	USA
37	155	Zhenyu Qian	Purdue University	USA
37	156	David S. Ebert	Purdue University	USA
38	157	Benjamin Bach	University of Edinburgh	GBR
38	158	Zezhong Wang	University of Edinburgh	GBR
38	159	Dave Murray-Rust	University of Edinburgh	GBR
38	160	Matteo Farinella	Coumbia University	USA
38	161	Nathalie Henry Riche	Microsoft Research	USA
39	162	Erick Oduor	IBM Research	KEN
39	163	Peninah Waweru	IBM Research	KEN
39	164	Jonathan Lenchner	IBM Research	KEN
39	165	Carman Neustaedter	Simon Fraser University	CAN
40	166	Jen Liu	University of Colorado	USA
40	167	Daragh Byrne	Carnegie Mellon University	USA
40	168	Laura Devendorf	University of Colorado	USA
41	169	Julia Ayumi Bopp	University of Basel	CHE
41	170	Klaus Opwis	University of Basel	CHE
41	171	Elisa D. Mekler	University of Basel	CHE
42	172	Yukang Yan	Department of Computer Science and Technology	CHN
42	173	Chun Yu	Tsinghua University	CHN
42	174	Xiaojuan Ma	Hong Kong University of Science and Technology	CHN
42	175	Shuai Huang	Department of Computer Science and Technology	CHN
42	176	Hasan Iqbal	Department of Computer Science and Technology	CHN
42	177	Yuanchun Shi	Tsinghua University	CHN
43	178	Michael Brock	University of Cambridge	GBR
43	179	Aaron Quigley	University of St Andrews	GBR
43	180	Per Ola Kristensson	University of Cambridge	GBR
44	181	Obead Alhadreti	Umm Al-Qura University	SAU
44	182	Pam Mayhew	University of East Anglia	GBR
45	183	Rufat Rzayev	University of Stuttgart	DEU
45	184	Paweł W. Wo´zniak	University of Stuttgart	DEU
45	185	Niels Henze	University of Stuttgart	DEU
45	186	Tilman Dingler	Osaka Prefecture University	JPN
46	187	Thammathip Piumsomboon	University of South Australia	AUS
46	188	Gun A. Lee	University of South Australia	AUS
46	189	Jonathon D. Hart	University of South Australia	AUS
46	190	Barrett Ens	University of South Australia	AUS
46	191	Bruce H. Thomas	University of South Australia	AUS
46	192	Mark Billinghurst	University of South Australia	AUS
46	193	Robert W. Lindeman	University of Canterbury	NZL
47	194	Rakibul Hasan	Indiana University Bloomington	USA
47	195	Eman Hassan	Indiana University Bloomington	USA
47	196	Yifang Li	Clemson University	USA
47	197	Kelly Caine	Clemson University	USA
47	198	David J. Crandall	Indiana University Bloomington	USA
47	199	Roberto Hoyle3	Oberlin College	USA
47	200	Apu Kapadia	Indiana University Bloomington	USA
48	201	Earnest Wheeler	University of Michigan	USA
48	202	Tawanna R. Dillahunt	University of Michigan	USA
49	203	EunJeong Cheon	Indiana University Bloomington	USA
49	204	Norman Makoto Su	Indiana University Bloomington	USA
50	205	Guan Wang	City University of Hong Kong	CHN
50	206	Ayoung Suh	City University of Hong Kong	CHN
51	207	Solace Shen	Cornell University	USA
51	208	Hamish Tennent	Cornell University	USA
51	209	Houston Claure	Cornell University	USA
51	210	Malte Jung	Cornell University	USA
52	211	Shruti Sannon	Cornell University	USA
52	212	Natalya N. Bazarova	Cornell University	USA
52	213	Dan Cosley	Cornell University	USA
53	214	Casey Fiesler	University of Colorado Boulder	USA
53	215	Blake Hallinan	University of Colorado Boulder	USA
54	216	Jan Gugenheimer	Ulm University	DEU
54	217	Evgeny Stemasov	Ulm University	DEU
54	218	Enrico Rukzio	Ulm University	DEU
54	219	Harpreet Sareen	Massachusetts Institute of Technology	USA
55	220	Tricia J. Ngoon	University of California San Diego	USA
55	221	C. Ailie Fraser	University of California San Diego	USA
55	222	Ariel S. Weingarten	University of California San Diego	USA
55	223	Mira Dontcheva	Adobe Research	USA
55	224	Scott Klemmer	University of California San Diego	USA
56	225	Hernisa Kacorri	University of Maryland	USA
56	226	Eshed Ohn-Bar	Carnegie Mellon University	USA
56	227	Chieko Asakawa	Carnegie Mellon University	USA
56	228	Kris M. Kitani	Carnegie Mellon University	USA
57	229	Aditya Vashistha	University of Washington	USA
57	230	Pooja Sethi	University of Washington	USA
57	231	Richard Anderson	University of Washington	USA
58	232	Carlos Toxtli	West Virginia University	USA
58	233	Andres Monroy-Hern ´ andez	Microsoft Research	USA
58	234	Justin Cranshaw	Microsoft Research	USA
59	235	Meredith Ringel Morris	Microsoft Research	USA
59	236	Jazette Johnson	Vanderbilt University	USA
59	237	Cynthia L. Bennett	University of Washington	USA
59	238	Edward Cutrell	Microsoft Research	USA
60	239	Danielle Lottridge	Yahoo	USA
60	240	Frank R. Bentley	Yahoo	USA
61	241	Pavel Karpashevich	KTH Royal Institute of Technology	SWE
61	242	Eva Hornecker	Bauhaus-Universität Weimar	DEU
61	243	Michaela Honauer	Bauhaus-Universität Weimar	DEU
61	244	Pedro Sanches	KTH Royal Institute of Technology	SWE
62	245	David Unbehaun	University of Siegen	DEU
62	246	Daryoush Daniel Vaziri	University of Applied Sciences St. Augustin	DEU
62	247	Konstantin Aal	University of Siegen	DEU
62	248	Rainer Wieching	University of Siegen	DEU
62	249	Peter Tolmie	University of Siegen	DEU
62	250	Volker Wulf	University of Siegen	DEU
63	251	Thijs Jan Roumen	Hasso Plattner Institute	DEU
63	252	Willi Mueller	Hasso Plattner Institute	DEU
63	253	Patrick Baudisch	Hasso Plattner Institute	DEU
64	254	Cuong Nguyen	Portland State University	USA
64	255	Stephen DiVerdi	Adobe Research	USA
64	256	Aaron Hertzmann	Adobe Research	USA
64	257	Feng Liu	Portland State University	USA
65	258	Paul Strohmeier	University of Copenhagen	DNK
65	259	Sebastian Boring	University of Copenhagen	DNK
65	260	Kasper Hornbæk	University of Copenhagen	DNK
66	261	Sungsoo (Ray) Hong	University of Washington	USA
66	262	Minhyang (Mia) Suh	University of Washington	USA
66	263	Nathalie Henry Riche	Microsoft Research	USA
66	264	Jooyoung Lee	KAIST	KOR
66	265	Juho Kim	KAIST	KOR
66	266	Mark Zachry	University of Washington	USA
67	267	Esther Jang	University of Washington	USA
67	268	Kurtis Heimerl	University of Washington	USA
67	269	Matt Johnson	University of Washington	USA
67	270	Mary Claire Barela	University of the Philippines	PHL
67	271	Philip Martinez	University of the Philippines	PHL
67	272	Cedric Festin	University of the Philippines	PHL
67	273	Josephine Dionisio	University of the Philippines	PHL
67	274	Margaret Lynn	Google	USA
68	275	Josephine Raun Thomsen	Aarhus University	DNK
68	276	Peter Gall Krogh	Aarhus University	DNK
68	277	Jacob Albæk Schnedler	Aarhus University	DNK
68	278	Hanne Linnet	Herning Hospital	DNK
69	279	Lauren R. Milne	University of Washington	USA
69	280	Richard E. Ladner	University of Washington	USA
70	281	Michael Warren Skirpan	University of Colorado Boulder	USA
70	282	Tom Yeh	University of Colorado Boulder	USA
70	283	Casey Fiesler	University of Colorado Boulder	USA
71	284	Andy Boucher	University of London	GBR
71	285	Dean Brown	University of London	GBR
71	286	Liliana Ovalle	University of London	GBR
71	287	Andy Sheen	University of London	GBR
71	288	Mike Vanis	University of London	GBR
71	289	William Odom	Simon Fraser University	CAN
71	290	Doenja Oogjes	Simon Fraser University	CAN
71	291	William Gaver	University of London	GBR
72	292	Enrique Encinas	Northumbria University	GBR
72	293	Mark Blythe	Northumbria University	GBR
72	294	Shaun Lawson	Northumbria University	GBR
72	295	John Vines	Northumbria University	GBR
72	296	Jayne Wallace	Northumbria University	GBR
72	297	Pam Briggs	Northumbria University	GBR
73	298	Leila Homaeian	Systems Design Engineering	CAN
73	299	Nippun Goyal	Systems Design Engineering	CAN
73	300	James R. Wallace	University of Waterloo	CAN
73	301	Stacey D. Scott	University of Guelph	CAN
74	302	Julio Vega	University of Manchester	GBR
74	303	Samuel Couth	University of Manchester	GBR
74	304	Ellen Poliakoff	University of Manchester	GBR
74	305	Sonja Kotz	University of Maastricht	NLD
74	306	Matthew Sullivan	Manchester Metropolitan University	GBR
74	307	Caroline Jay	University of Manchester	GBR
74	308	Markel Vigo	University of Manchester	GBR
74	309	Simon Harper	University of Manchester	GBR
75	310	Hamed S Alav	University of Fribourg	CHE
75	311	Himanshu Verma	University of Fribourg	CHE
75	312	Jakub Mlyna´r	University of Fribourg	CHE
75	313	Denis Lalanne	University of Fribourg	CHE
76	314	Cynthia L. Bennett	Microsoft Research	USA
76	315	Jane E	Microsoft Research	USA
76	316	Martez E. Mott	Microsoft Research	USA
76	317	Edward Cutrell	Microsoft Research	USA
76	318	Meredith Ringel Morris	Microsoft Research	USA
77	319	William Odom	Simon Fraser University	CAN
77	320	Henry Lin	Simon Fraser University	CAN
77	321	Perry Tan	Simon Fraser University	CAN
77	322	Ron Wakkary	Simon Fraser University	CAN
77	323	Ishac Bertran	Microsoft Research	USA
77	324	Matthew Harkness	Emily Carr University of Art and Design	CAN
77	325	Garnet Hertz	Emily Carr University of Art and Design	CAN
77	326	Jeroen Hol	Eindhoven University of Technology	NLD
77	327	Bram Naus	Eindhoven University of Technology	NLD
77	328	Pepijn Verburg	Eindhoven University of Technology	NLD
78	329	Yukang Yan	Department of Computer Science and Technology	CHN
78	330	Chun Yu	Key Laboratory of Pervasive Computing	CHN
78	331	Xiaojuan Ma	Hong Kong University of Science and Technology	CHN
78	332	Xin Yi	Department of Computer Science and Technology	CHN
78	333	Sun Ke	Department of Computer Science and Technology	CHN
78	334	Yuanchun Shi	Key Laboratory of Pervasive Computing	CHN
79	335	Pin Sym Foong	NUS Singapore	SGP
79	336	Shengdong Zhao	NUS Singapore	SGP
79	337	Felicia Tan	NUS Singapore	SGP
79	338	Joseph Jay Williams	NUS Singapore	SGP
80	339	Amon Rapp	University of Torino	ITA
81	340	Mikko Kytö	Aalto University	FIN
81	341	Barrett Ens	University of South Australia	AUS
81	342	Thammathip Piumsomboon	University of South Australia	AUS
81	343	Gun A. Lee	University of South Australia	AUS
81	344	Mark Billinghurst	University of South Australia	AUS
82	345	Nur Al-huda Hamdan	RWTH Aachen	DEU
82	346	Simon Voelker	RWTH Aachen	DEU
82	347	Jan Borchers	RWTH Aachen	DEU
83	348	Ning F. Ma	Pennsylvania State University	USA
83	349	Chien Wen Yuan	Fu Jen University	CHN
83	350	Moojan Ghafurian	Pennsylvania State University	USA
83	351	Benjamin V. Hanrahan	Pennsylvania State University	USA
84	352	Marina Kogan	University of New Mexico	USA
84	353	Leysia Palen	University of Colorado Boulder	USA
85	354	Andrew Head	University of California Berkeley	USA
85	355	Elena L. Glassman	University of California Berkeley	USA
85	356	Björn Hartmann	University of California Berkeley	USA
85	357	Marti A. Hearst	University of California Berkeley	USA
86	358	Eric Whitmire	University of Washington	USA
86	359	Hrvoje Benko	Microsoft Research	USA
86	360	Christian Holz	Microsoft Research	USA
86	361	Eyal Ofek	Microsoft Research	USA
86	362	Mike Sinclair	Microsoft Research	USA
87	363	Christina Katsini	University of Patras	GRC
87	364	Christos Fidas	University of Patras	GRC
87	365	George E. Raptis	University of Patras	GRC
87	366	Marios Belk	University of Cyprus	CYP
87	367	George Samaras	University of Cyprus	CYP
87	368	Nikolaos Avouris	University of Patras	GRC
88	369	Alex C. Williams	University of Waterloo	CAN
88	370	Harmanpreet Kaur	University of Michigan	USA
88	371	Gloria Mark	University of California Irvine	USA
88	372	Anne Loomis Thompson	Microsoft Research	USA
88	373	Shamsi T. Iqbal	Microsoft Research	USA
88	374	Jaime Teevan	Microsoft Research	USA
89	375	Lung-Pan Cheng	Hasso Plattner Institute	DEU
89	376	Li Chang	ETH Zurich	CHE
89	377	Sebastian Marwecki	Hasso Plattner Institute	DEU
89	378	Patrick Baudisch	Hasso Plattner Institute	DEU
90	379	Simon Butscher	University of Konstanz	DEU
90	380	Sebastian Hubenschmid	University of Konstanz	DEU
90	381	Jens Müller	University of Konstanz	DEU
90	382	Johannes Fuchs	University of Konstanz	DEU
90	383	Harald Reiterer	University of Konstanz	DEU
91	384	Larwan Berke	Rochester Institute of Technology	USA
91	385	Sushant Kafle	Rochester Institute of Technology	USA
91	386	Matt Huenerfauth	Rochester Institute of Technology	USA
92	387	Gloria Mark	University of California Irvine	USA
92	388	Mary Czerwinski	University of California Irvine	USA
92	389	Shamsi T. Iqbal	Microsoft Research	USA
93	390	Daniel L. Gardner	University of California Irvine	USA
93	391	Joshua G. Tanenbaum	University of California Irvine	USA
94	392	Ron Wakkary	Eindhoven University of Technology	NLD
94	393	Doenja Oogjes	Simon Fraser University	CAN
94	394	Henry W.J. Lin	Simon Fraser University	CAN
94	395	Sabrina Hauser	Simon Fraser University	CAN
95	396	Robert Xiao	Carnegie Mellon University	USA
95	397	Teng Cao	ASU Tech Co. Ltd.	CHN
95	398	Ning Guo	ASU Tech Co. Ltd.	CHN
95	399	Jun Zhuo	ASU Tech Co. Ltd.	CHN
95	400	Yang Zhang	Carnegie Mellon University	USA
95	401	Chris Harrison	Carnegie Mellon University	USA
96	402	Yongsung Kim	Northwestern University	USA
96	403	Darren Gergle	Northwestern University	USA
96	404	Haoqi Zhang	Northwestern University	USA
97	405	Runyuan (Jason) Chen	University of Washington	USA
97	406	Mania Orand	University of Washington	USA
97	407	Shin Young (Lucia) Choi	University of Washington	USA
97	408	Leena Choi	University of Washington	USA
98	409	Zeina Atrash Leong	Northwestern University	USA
98	410	Michael S. Horn	Northwestern University	USA
98	411	Lisa Thaniel	Children’s National Medical Center	USA
98	412	Emily Meier	Indiana Hemopilia and Thrombosis Center	USA
99	413	Graham Wilson	University of Glasgow	GBR
99	414	Mark McGill	University of Glasgow	GBR
99	415	Matthew Jamieson	University of Glasgow	GBR
99	416	Julie R. Williamson	University of Glasgow	GBR
99	417	Stephen A. Brewster	University of Glasgow	GBR
100	418	Katharina Emmerich	University of Duisburg-Essen	DEU
100	419	Maic Masuch	University of Duisburg-Essen	DEU
101	420	Pei-Yun Tu	National Tsing Hua University	TWN
101	421	Chien Wen (Tina) Yuan	Fu Jen University	TWN
101	422	Hao-Chuan Wang	University of California Davis	USA
102	423	Moushumi Sharmin	Western Washington University	USA
102	424	Md Monsur Hossain	Western Washington University	USA
102	425	Margot Maxwell	Western Washington University	USA
102	426	Shameem Ahmed	Western Washington University	USA
102	427	Maitraye Das!	Northwestern University	USA
102	428	Abir Saha	Indiana University-Purdue University Indianapolis	USA
103	429	Emilee Rader	Michigan State University	USA
103	430	Kelley Cotter	Michigan State University	USA
103	431	Janghee Cho	Michigan State University	USA
104	432	William Odom	Simon Fraser University	CAN
104	433	Tijs Duel	Simon Fraser University	CAN
105	434	Kate Starbird	University of Washington	USA
105	435	Dharma Dailey	University of Washington	USA
105	436	Owla Mohamed	University of Washington	USA
105	437	Gina Lee	University of Washington	USA
105	438	Emma S. Spiro	University of Washington	USA
106	439	Florian Brühlmann	University of Basel	CHE
106	440	Beat Vollenwyder	University of Basel	CHE
106	441	Klaus Opwis	University of Basel	CHE
106	442	Elisa D. Mekler	University of Basel	CHE
107	443	Maximilian Speicher	University of Michigan	USA
107	444	Michael Nebeling	University of Michigan	USA
108	445	Sharon Zhou	Stanford University	USA
108	446	Melissa Valentine	Stanford University	USA
108	447	Michael S. Bernstein	Stanford University	USA
109	448	Cally Gatehouse	Northumbria University	GBR
109	449	Matthew Wood	Newcastle University	GBR
109	450	Jo Briggs	Northumbria University	GBR
109	451	James Pickles	Northumbria University	GBR
109	452	Shaun Lawson	Northumbria University	GBR
110	453	Michael D. Jones	Brigham Young University	USA
110	454	Zann Anderson	Brigham Young University	USA
110	455	Casey Walker	Brigham Young University	USA
110	456	Kevin Seppi	Brigham Young University	USA
111	457	Alexandre Kaspar	Massachusetts Institute of Technology	USA
111	458	Geneviève Patterson	Microsoft Research	NLD
111	459	Changil Kim	Massachusetts Institute of Technology	USA
111	460	Yagız Aksoy	ETH Zürich	CHE
111	461	Wojciech Matusik	Massachusetts Institute of Technology	USA
111	462	Mohamed Elgharib	HBKU QCRI	QAT
112	463	Daniela Petrelli	Sheffield Hallam University	GBR
112	464	Sinead O’Brien	University of Sheffield	GBR
113	465	Junxiang Wang	Zhejiang University	CHN
113	466	Jianwei Yin	Zhejiang University	CHN
113	467	Shuiguang Deng	Zhejiang University	CHN
113	468	Ying Li	Zhejiang University	CHN
113	469	Calton Pu	Georgia Institute of Technology	USA
113	470	Yan Tang	Zhejiang University	CHN
113	471	Zhiling Luo	Zhejiang University	CHN
114	472	Tamy Guberek	University of Michigan	USA
114	473	Allison McDonald	University of Michigan	USA
114	474	Sylvia Simioni	University of Michigan	USA
114	475	Abraham H. Mhaidli	University of Michigan	USA
114	476	Kentaro Toyama	University of Michigan	USA
114	477	Florian Schaub	University of Michigan	USA
115	478	Jens Bornschein	Technical University of Dresden	DEU
115	479	Denise Bornschein	Technical University of Dresden	DEU
115	480	Gerhard Weber	Technical University of Dresden	DEU
116	481	Yuhang Zhao	Cornell University	USA
116	482	Cynthia L. Bennett	University of Washington	USA
116	483	Hrvoje Benko	Microsoft Research	USA
116	484	Edward Cutrell	Microsoft Research	USA
116	485	Christian Holz	Microsoft Research	USA
116	486	Meredith Ringel Morris	Microsoft Research	USA
116	487	Mike Sinclair	Microsoft Research	USA
117	488	Yang Zhang	Carnegie Mellon University	USA
117	489	Chris Harrison	Carnegie Mellon University	USA
118	490	Siân E. Lindley	Microsoft Research	USA
118	491	Gavin Smyth	Microsoft Research	USA
118	492	Robert Corish	Microsoft Research	USA
118	493	Anastasia Loukianov	University of Surrey	GBR
118	494	Michael Golembewski	Royal College of Art	GBR
118	495	Ewa A. Luger	Edinburgh University	GBR
118	496	Abigail Sellen	Microsoft Research	USA
119	497	Alan Yusheng Wu	University of Toronto	CAN
119	498	Cosmin Munteanu	University of Toronto	CAN
120	499	Michael A. DeVito	Northwestern University	USA
120	500	Jeremy Birnholtz	Northwestern University	USA
120	501	Jeffery T. Hancock	Stanford University	USA
120	502	Megan French	Stanford University	USA
120	503	Sunny Liu	Stanford University	USA
121	504	Karni Gilon	The Hebrew University of Jerusalem	ISR
121	505	Joel Chan	Carnegie Mellon University	USA
121	506	Felicia Y Ng	Carnegie Mellon University	USA
121	507	Hila Lifshitz-Assaf	New York University	USA
121	508	Aniket Kittur	Carnegie Mellon University	USA
121	509	Dafna Shahaf	The Hebrew University of Jerusalem	ISR
122	510	Stevie Chancellor	Georgia Institute of Technology	USA
122	511	Scott Counts	Microsoft Research	USA
123	512	Zhicheng Liu	Adobe Research	USA
123	513	Mira Dontcheva	Adobe Research	USA
123	514	John Thompson	Georgia Institute of Technology	USA
123	515	John Stasko	Georgia Institute of Technology	USA
123	516	Alan Wilson	Adobe Research	USA
123	517	James Delorey	Adobe Research	USA
123	518	Sam Grigg	Adobe Research	USA
123	519	Bernard Kerr	Adobe Research	USA
124	520	Arup Kumar Ghosh	University of Central Florida	USA
124	521	Karla Badillo-Urquiola	University of Central Florida	USA
124	522	Shion Guha	Marquette University	USA
124	523	Joseph J. LaViola Jr.	University of Central Florida	USA
124	524	Pamela J. Wisniewski	University of Central Florida	USA
125	525	Lenneke Kuijer	Eindhoven University of Technology	NLD
125	526	Elisa Giaccardi	Delft University of Technology	NLD
126	527	René F. Kizilcec	Stanford University	USA
126	528	Eytan Bakshy	Facebook	USA
126	529	Dean Eckles	Massachusetts Institute of Technology	USA
126	530	Moira Burke	Facebook	USA
127	531	Yuhan Luo	University of Maryland	USA
127	532	Bongshin Lee	Microsoft Research	USA
127	533	Donghee Yvette Wohn	New Jersey Institute of Technology	USA
127	534	Amanda L. Rebar	Central Queensland University	AUS
127	535	David E. Conroy	Pennsylvania State University	USA
127	536	Eun Kyoung Choe	University of Maryland	USA
128	537	Michael Rietzler	Ulm University	DEU
128	538	Florian Geiselhart	Ulm University	DEU
128	539	Jan Gugenheimer	Ulm University	DEU
128	540	Enrico Rukzio	Ulm University	DEU
129	541	David Lindlbauer	Technical University of Berlin	DEU
129	542	Andrew D. Wilson	Microsoft Research	USA
130	543	Qian Yang	Carnegie Mellon University	USA
130	544	Nikola Banovic	Carnegie Mellon University	USA
130	545	John Zimmerman	Carnegie Mellon University	USA
131	546	Maximilian Schrapel	University of Hannover	DEU
131	547	Max-Ludwig Stadler	University of Hannover	DEU
131	548	Michael Rohs	University of Hannover	DEU
132	549	Youngbo Aram Shim	KAIST	KOR
132	550	Jaeyeon Lee	KAIST	KOR
132	551	Geehyuk Lee	KAIST	KOR
133	552	Galen Weld	Cornell University	USA
133	553	Trevor Perrier	University of Washington	USA
133	554	Jenny Aker	Tufts University	USA
133	555	Joshua E. Blumenstock	University of California Berkeley	USA
133	556	Brian Dillon	University of Washington	USA
