paper_id	author_id	author_name	affiliation	country
578	2558	Patrick Baudisch	Hasso Plattner Institute	DEU
578	2559	François Guimbretière	Cornell University	USA
579	2560	Elena L. Glassman	University of California Berkeley	USA
579	2561	Tianyi Zhang	University of California os Angeles Los Angeles	USA
579	2562	Björn Hartmann	University of California Berkeley	USA
579	2563	Miryung Kim	University of California os Angeles Los Angeles	USA
580	2564	Emily Sun	Cornell Tech	USA
580	2565	Mor Naaman	Cornell Tech	USA
581	2566	Ashraf Abdul	National University of Singapore	SGP
581	2567	Jo Vermeulen	Aarhus University	DNK
581	2568	Danding Wang	National University of Singapore	SGP
581	2569	Brian Y. Lim	National University of Singapore	SGP
581	2570	Mohan Kankanhalli	National University of Singapore	SGP
582	2571	Minsuk Choi	Korea University	KOR
582	2572	Sungbok Shin	Korea University	KOR
582	2573	Jinho Choi	Korea University	KOR
582	2574	Scott Langevin	Uncharted Software Inc.	CAN
582	2575	Christopher Bethune	Uncharted Software Inc.	CAN
582	2576	Philippe Horne	Uncharted Software Inc.	CAN
582	2577	Nathan Kronenfeld	Uncharted Software Inc.	CAN
582	2578	Ramakrishnan Kannan	Oak Ridge National Laboratory	KOR
582	2579	Barry Drake	Korea University	KOR
582	2580	Haesun Park	Korea University	KOR
582	2581	Jaegul Choo	Korea University	KOR
583	2582	Lizzie Coles-Kemp	Royal Holloway University of London	GBR
583	2583	Rikke Bjerg Jensen	Royal Holloway University of London	GBR
583	2584	Reem Talhouk	Newcastle University	GBR
584	2585	Kristin N. Dew	University of Washington	USA
584	2586	Daniela K. Rosner	University of Washington	USA
585	2587	Kaitlin Mahar	Massachusetts Institute of Technology	USA
585	2588	Amy X. Zhang	Massachusetts Institute of Technology	USA
585	2589	David Karger	Massachusetts Institute of Technology	USA
586	2590	Francesco Vitale	University of British Columbia	CAN
586	2591	Izabelle Janzen	University of British Columbia	CAN
586	2592	Joanna McGrenere	University of British Columbia	CAN
587	2593	Carmine Elvezio	Columbia University	USA
587	2594	Mengu Sukan	Columbia University	USA
587	2595	Steven Feiner	Columbia University	USA
588	2596	Alix Goguey	University of Saskatchewan	CAN
588	2597	Gery Casiez	Université de Lille	FRA
588	2598	Daniel Vogel	University of Waterloo	CAN
588	2599	Carl Gutwin	University of Saskatchewan	CAN
589	2600	Jennifer Jacobs	Massachusetts Institute of Technology	USA
589	2601	Joel Brandt	Adobe Research	USA
589	2602	Radomír Mech	Adobe Research	USA
589	2603	Mitchel Resnick	Massachusetts Institute of Technology	USA
590	2604	Manuela Züger	University of Zurich	CHE
590	2605	Sebastian C. Müller	University of Zurich	CHE
590	2606	Andre N. Meyer	University of Zurich	CHE
590	2607	Thomas Fritz	University of Zurich	CHE
591	2608	Gokce Elif Baykal	Koç University	TUR
591	2609	Tilbe Goksun	Koç University	TUR
591	2610	Asım Evren Yantac	Koç University	TUR
592	2611	Francesco Cafaro	Indiana University Bloomington	USA
592	2612	Leilah Lyons	University of Illinois at Chicago	USA
592	2613	Alissa N. Antle	Simon Fraser University	CAN
593	2614	Leilani Battle	University of Washington	USA
593	2615	Peitong Duan	Massachusetts Institute of Technology	USA
593	2616	Zachery Miranda	Massachusetts Institute of Technology	USA
593	2617	Dana Mukusheva	Massachusetts Institute of Technology	USA
593	2618	Remco Chang	Massachusetts Institute of Technology	USA
593	2619	Michael Stonebraker	Massachusetts Institute of Technology	USA
594	2620	Petr Slovak	Technical University of Wien	AUT
594	2621	Katie Salen	Technical University of Wien	AUT
594	2622	Stephanie Ta	Technical University of Wien	AUT
594	2623	Geraldine Fitzpatrick	Technical University of Wien	AUT
595	2624	Yilei Shi	Singapore University of Technology and Design	SGP
595	2625	Haimo Zhang	Singapore University of Technology and Design	SGP
595	2626	Hasitha Rajapakse	Singapore University of Technology and Design	SGP
595	2627	Nuwan Tharaka Perera	Singapore University of Technology and Design	SGP
595	2628	Tomas Vega G ´ alvez	Singapore University of Technology and Design	SGP
595	2629	Suranga Nanayakkara	Singapore University of Technology and Design	SGP
596	2630	Jessica L. Feuston	Northwestern University	USA
596	2631	Siân E. Lindley	Microsoft Research	GBR
597	2632	Yang Liu	University of Washington	USA
597	2633	Jeffrey Heer	University of Washington	USA
598	2634	Dongdong Guan	Shandong University	CHN
598	2635	Chenglei Yang	Shandong University	CHN
598	2636	Weisi Sun	Shandong University	CHN
598	2637	Yuan Wei	Shandong University	CHN
598	2638	Wei Gai	Shandong University	CHN
598	2639	Yulong Bian	Shandong University	CHN
598	2640	Juan Liu	Shandong University	CHN
598	2641	Qianhui Sun	Shandong University	CHN
598	2642	Siwei Zhao	Shandong University	CHN
598	2643	Xiangxu Meng	Shandong University	CHN
599	2644	Dominic Kao	Massachusetts Institute of Technology	USA
599	2645	D. Fox Harrell	Massachusetts Institute of Technology	USA
600	2646	Joohee Jun	Hanyang University	KOR
600	2647	Myeongul Jung	Hanyang University	KOR
600	2648	So-Yeon Kim	Hanyang University	KOR
600	2649	Kwanguk(Kenny) Kim	Hanyang University	KOR
601	2650	Kyeong Ah Jeong	KAIST	KOR
601	2651	Eunjin Kim	KAIST	KOR
601	2652	Taesu Kim	KAIST	KOR
601	2653	Hyeon-Jeong Suk	KAIST	KOR
602	2654	Shota Yamanaka	Yahoo	JPN
602	2655	Wolfgang Stuerzlinger	Simon Fraser University	CAN
602	2656	Homei Miyashita	Meiji University	JPN
603	2657	Ella Tallyn	University of Edinburgh	GBR
603	2658	Hector Fried	University of Edinburgh	GBR
603	2659	Rory Gianni	University of Edinburgh	GBR
603	2660	Amy Isard	University of Edinburgh	GBR
603	2661	Chris Speed	University of Edinburgh	GBR
604	2662	Peter M. Krafft	Massachusetts Institute of Technology	USA
604	2663	Nicolás Della Penna	Australian National University	AUS
604	2664	Alex “Sandy” Pentland	Massachusetts Institute of Technology	USA
605	2665	Hyeonsu B. Kang	University of California San Diego	USA
605	2666	Gabriel Amoako	University of Toronto	CAN
605	2667	Neil Sengupta	University of California San Diego	USA
605	2668	Steven P. Dow	University of California San Diego	USA
606	2669	Lee Taber	University of California Santa Cruz	USA
606	2670	Steve Whittaker	University of California Santa Cruz	USA
607	2671	Denae Ford	North Carolina State University	USA
607	2672	Kristina Lustig	Stack Exchange, Inc.	USA
607	2673	Jeremy Banks	Stack Exchange, Inc.	USA
607	2674	Chris Parnin	North Carolina State University	USA
608	2675	Axel Antoine	Université de Lille	FRA
608	2676	Sylvain Malacria	Inria	FRA
608	2677	Géry Casiez	Université de Lille	FRA
609	2678	Frederic Kerber	Saarland Informatics Campus	DEU
609	2679	Michael Mauderer	University of Dundee	GBR
609	2680	Antonio Krüger	Saarland Informatics Campus	DEU
610	2681	Jamie Ferguson	University of Glasgow	GBR
610	2682	Stephen A. Brewster	University of Glasgow	GBR
611	2683	Verena Distler	University of Luxembourg	LUX
611	2684	Carine Lallemand	University of Luxembourg	LUX
611	2685	Thierry Bellet	The French Institute of Science and Technology for Transport, Development and Networks	FRA
612	2686	Rong-Hao Liang	Eindhoven University of Technology	NLD
612	2687	Bin Yu	Eindhoven University of Technology	NLD
612	2688	Mengru Xue	Eindhoven University of Technology	NLD
612	2689	Jun Hu	Eindhoven University of Technology	NLD
612	2690	Loe M. G. Feijs	Eindhoven University of Technology	NLD
613	2691	Danaë Metaxa-Kakavouli	Stanford University	USA
613	2692	Kelly Wang	Stanford University	USA
613	2693	James A. Landay	Brown University	USA
613	2694	Jeff Hancock	Brown University	USA
614	2695	In-geon Shin	KAIST	KOR
614	2696	Jin-min Seok	KAIST	KOR
614	2697	Youn-kyung Lim	KAIST	KOR
615	2698	Eric P. S. Baumer	Lehigh University	USA
616	2699	Francisco Kiss	University of Stuttgart	DEU
616	2700	Robin Boldt	University of Stuttgart	DEU
616	2701	Bastian Pfleging	LMU Munich	DEU
616	2702	Stefan Schneegass	University of Duisburg-Essen	DEU
617	2703	Venkatesh Potluri	Microsoft Research	IND
617	2704	Priyan Vaithilingam	Microsoft Research	IND
617	2705	Suresh Iyengar	Microsoft Research	IND
617	2706	Y Vidhya	Vision Empower Trust	IND
617	2707	Manohar Swaminathan	Microsoft Research	IND
617	2708	Gopal Srinivasa	Microsoft Research	IND
618	2709	Hyunyoung Kim	Université Grenoble Alpes	FRA
618	2710	Céline Coutrix	University of Stuttgart	DEU
618	2711	Anne Roudaut	University of Bristol	GBR
619	2712	Jordan Beck	Pennsylvania State University	USA
619	2713	Hamid R. Ekbia	Indiana University Bloomington	USA
620	2714	Sultan A. Alharthi	New Mexico State University	USA
620	2715	Olaa Alsaedi	New Mexico State University	USA
620	2716	Zachary O. Toups	New Mexico State University	USA
620	2717	Joshua Tanenbaum	University of California Irvine	USA
620	2718	Jessica Hammer	Carnegie Mellon University	USA
621	2719	Rahul Banerjee	University of Washington	USA
621	2720	Leanne Liu	University of Washington	USA
621	2721	Kiley Sobel	University of Washington	USA
621	2722	Caroline Pitt	University of Washington	USA
621	2723	Kung Jin Lee	University of Washington	USA
621	2724	Meng Wang	University of Washington	USA
621	2725	Sijin Chen	University of Washington	USA
621	2726	Lydia Davison	University of Washington	USA
621	2727	Jason C Yip	University of Washington	USA
621	2728	Andrew J Ko	University of Washington	USA
621	2729	Zoran Popović	University of Washington	USA
622	2730	Jessica Roberts	Northwestern University	USA
622	2731	Amartya Banerjee	Northwestern University	USA
622	2732	Annette Hong	Northwestern University	USA
622	2733	Steven McGee	Carnegie Mellon University	USA
622	2734	Michael Horn	Northwestern University	USA
622	2735	Matt Matcuk	The Field Museum	USA
623	2736	Xucong Zhang	Saarland Informatics Campus	DEU
623	2737	Michael Xuelin Huang	Saarland Informatics Campus	DEU
623	2738	Yusuke Sugano	Osaka University	JPN
623	2739	Andreas Bulling	Saarland Informatics Campus	DEU
624	2740	Dmitri S. Katz	The Open University	GBR
624	2741	Blaine A. Price	The Open University	GBR
624	2742	Simon Holland	The Open University	GBR
624	2743	Nicholas Sheep Dalton	Northumbria University	GBR
625	2744	Keith Vertanen	Michigan Technological University	USA
625	2745	Crystal Fletcher	Michigan Technological University	USA
625	2746	Dylan Gaines	Michigan Technological University	USA
625	2747	Jacob Gould	Michigan Technological University	USA
625	2748	Per Ola Kristensson	University of Cambridge	GBR
626	2749	Kristen Vaccaro	University of Illinois at Urbana-Champaign	USA
626	2750	Tanvi Agarwalla	University of Illinois at Urbana-Champaign	USA
626	2751	Sunaya Shivakumar	University of Illinois at Urbana-Champaign	USA
626	2752	Ranjitha Kumar	University of Illinois at Urbana-Champaign	USA
627	2753	Sungsoo (Ray) Hong	University of Washington	USA
627	2754	Min-Joon Yoo	New York University	USA
627	2755	Bonnie Chinh	University of Washington	USA
627	2756	Amy Han	Swarthmore College	USA
627	2757	Sarah Battersby	Tableau Research	USA
627	2758	Juho Kim	KAIST	KOR
628	2759	Jérémy Albouys-Perrois	Inria	FRA
628	2760	Jérémy Laviole	RealityTech	FRA
628	2761	Carine Briant	IRSA - CSES Alfred Peyrelongue	FRA
628	2762	Anke M. Brock	University of Toulouse	FRA
629	2763	Meghna Joshi	IIT Hyderabad	IND
629	2764	Tanmay Joshi	IIT Hyderabad	IND
629	2765	Nimmi Rangaswamy	IIT Hyderabad	IND
630	2766	Jean Costa	Cornell University	USA
630	2767	Malte F. Jung	Cornell University	USA
630	2768	Mary Czerwinski	Cornell University	USA
630	2769	François Guimbretière	Cornell University	USA
630	2770	Trinh Le	IBM Research	USA
630	2771	Tanzeem Choudhury	Cornell University	USA
631	2772	HyeongYeop Kang	Korea University	KOR
631	2773	Geonsun Lee	Korea University	KOR
631	2774	Seongsu Kwon	Korea University	KOR
631	2775	Ohung Kwon	KITECH	KOR
631	2776	Seongpil Kim	KITECH	KOR
631	2777	JungHyun Han	Korea University	KOR
632	2778	Bryan Dosono	Syracuse University	USA
632	2779	Bryan Semaan	Syracuse University	USA
633	2780	Gaganpreet Singh	University of Manitoba	CAN
633	2781	William Delamare	University of Manitoba	CAN
633	2782	Pourang Irani	University of Manitoba	CAN
634	2783	Marco Cavallo	IBM Research	USA
634	2784	Çagatay Demiralp	IBM Research	USA
635	2785	Yubo Kou	Purdue University	USA
635	2786	Bonnie Nardi	University of California Irvine	USA
636	2787	Florian Heller	Hasselt University	BEL
636	2788	Johannes Schöning	University of Bremen	DEU
637	2789	Gonzalo Gabriel Méndez	University of St Andrews	GBR
637	2790	Miguel A. Nacenta	University of St Andrews	GBR
637	2791	Uta Hinrichs	University of St Andrews	GBR
638	2792	Michaelanne Dye	Georgia Institute of Technology	USA
638	2793	David Nemer	University of Kentucky	USA
638	2794	Josiah Mangiameli	independent	USA
638	2795	Amy S. Bruckman	Georgia Institute of Technology	USA
638	2796	Neha Kumar	Georgia Institute of Technology	USA
639	2797	Martin Porcheron	Michigan Technological University	GBR
639	2798	Joel E. Fischer	Michigan Technological University	GBR
639	2799	Stuart Reeves	Michigan Technological University	GBR
639	2800	Sarah Sharples	Michigan Technological University	GBR
640	2801	Eva Sharma	Georgia Institute of Technology	USA
640	2802	Munmun De Choudhury	Georgia Institute of Technology	USA
641	2803	Michael Correll	Tableau Research	USA
641	2804	Dominik Moritz	University of Washington	USA
641	2805	Jeffrey Heer	University of Washington	USA
642	2806	Agha Ali Raza	ITU	PAK
642	2807	Bilal Saleem	ITU	PAK
642	2808	Shan Randhawa	ITU	PAK
642	2809	Zain Tariq	ITU	PAK
642	2810	Awais Athar	EMBL-EBI	PAK
642	2811	Umar Saif	ITU	PAK
642	2812	Roni Rosenfield	CMU	PAK
643	2813	Evan Strasnick	Stanford University	USA
643	2814	Christian Holz	Microsoft Research	USA
643	2815	Eyal Ofek	Microsoft Research	USA
643	2816	Mike Sinclair	Microsoft Research	USA
643	2817	Hrvoje Benko	Microsoft Research	USA
644	2818	Jérémy Frey	Interdisciplinary Center Herzliya	ISR
644	2819	May Grabli	Interdisciplinary Center Herzliya	ISR
644	2820	Ronit Slyper	Interdisciplinary Center Herzliya	ISR
644	2821	Jessica R. Cauchard	Interdisciplinary Center Herzliya	ISR
645	2822	Vivek Dhakal	Aalto University	FIN
645	2823	Anna Maria Feit	Aalto University	FIN
645	2824	Per Ola Kristensson	University of Cambridge	GBR
645	2825	Antti Oulasvirta	Aalto University	FIN
646	2826	Marco Speicher	Saarland Informatics Campus	DEU
646	2827	Anna Maria Feit	Aalto University	FIN
646	2828	Pascal Ziegler	Saarland Informatics Campus	DEU
646	2829	Antonio Kruger	Saarland Informatics Campus	DEU
647	2830	Yasuyuki Sumi	Future University Hakodate	JPN
647	2831	Masaki Suwa	Keio University	JPN
647	2832	Koichi Hanaue	Integrated Environment	JPN
648	2833	Changhoon Oh	Seoul National University	KOR
648	2834	Jungwoo Song	Seoul National University	KOR
648	2835	Jinhan Choi	Seoul National University	KOR
648	2836	Seonghyeon Kim	Seoul National University	KOR
648	2837	Sungwoo Lee	Seoul National University	KOR
648	2838	Bongwon Suh	Seoul National University	KOR
649	2839	Sonali R. Mishra	University of Washington	USA
649	2840	Andrew D. Miller	Indiana University Bloomington	USA
649	2841	Shefali Haldar	University of Washington	USA
649	2842	Maher Khelifi	University of Washington	USA
649	2843	Jordan Eschler	University of Washington	USA
649	2844	Rashmi G. Elera	University of Washington	USA
649	2845	Ari H Pollack	University of Washington	USA
649	2846	Wanda Pratt	University of Washington	USA
650	2847	Le Chen	Northeastern University	USA
650	2848	Ruijun Ma	Rutgers University	USA
650	2849	Anikó Hannák	Central European University	HUN
650	2850	Christo Wilson	Northeastern University	USA
651	2851	Lex Fridman	Massachusetts Institute of Technology	USA
651	2852	Bryan Reimer	Massachusetts Institute of Technology	USA
651	2853	Bruce Mehler	Massachusetts Institute of Technology	USA
651	2854	William T. Freeman	Massachusetts Institute of Technology	USA
652	2855	Sven Mayer	University of Stuttgart	DEU
652	2856	Valentin Schwind	University of Stuttgart	DEU
652	2857	Robin Schweigert	University of Stuttgart	DEU
652	2858	Niels Henze	University of Stuttgart	DEU
653	2859	Inrak Choi	Microsoft Research	USA
653	2860	Eyal Ofek	Microsoft Research	USA
653	2861	Hrvoje Benko	Microsoft Research	USA
653	2862	Mike Sinclair	Microsoft Research	USA
653	2863	Christian Holz	Microsoft Research	USA
654	2864	Anke van Oosterhout	Aarhus University	DNK
654	2865	Miguel Bruns Alonso	Eindhoven University of Technology	NLD
654	2866	Satu Jumisko-Pyykkö	Tampere University of Technology	FIN
655	2867	Allison Woodruff	Google	USA
655	2868	Sarah E. Fox	University of Washington	USA
655	2869	Steven Rousso-Schindler	CSU Long Beach	USA
655	2870	Jeff Warshaw	Google	USA
656	2871	Carman Neustaedter	Simon Fraser University	CAN
656	2872	Brennan Jones	Simon Fraser University	CAN
656	2873	Kenton O’Hara	Microsoft Research	GBR
656	2874	Abigail Sellen	Microsoft Research	GBR
657	2875	Hyunjae Gil	UNIST	KOR
657	2876	Hyungki Son	Electronics and Telecommunications Research Institute	KOR
657	2877	Jin Ryong Kim	Electronics and Telecommunications Research Institute	KOR
657	2878	Ian Oakley	UNIST	KOR
658	2879	Alexis Hiniker	Microsoft Research	USA
658	2880	Bongshin Lee	Microsoft Research	USA
658	2881	Julie A. Kientz	University of Washington	USA
658	2882	Jenny S. Radesky	University of Michigan	USA
659	2883	Max V. Birk	University of Saskatchewan	CAN
659	2884	Regan L. Mandryk	University of Saskatchewan	CAN
660	2885	Christian Corsten	RWTH Aachen	DEU
660	2886	Simon Voelker	RWTH Aachen	DEU
660	2887	Andreas Link	RWTH Aachen	DEU
660	2888	Jan Borchers	RWTH Aachen	DEU
661	2889	Qingkun Su	HKUST	CHN
661	2890	Xue Bai	Megvii Inc.	USA
661	2891	Hongbo Fu	City University of Hong Kong	CHN
661	2892	Chiew-Lan Tai	HKUST	CHN
661	2893	Jue Wang	Megvii Inc.	USA
662	2894	Ke Xu	Hong Kong University of Science and Technology	CHN
662	2895	Shunan Guo	East China Normal University	CHN
662	2896	Nan Cao	Tongji University	CHN
662	2897	David Gotz	University of North Carolina at Chapel Hill	USA
662	2898	Aiwen Xu	Tongji University	CHN
662	2899	Huamin Qu	Hong Kong University of Science and Technology	CHN
662	2900	Zhenjie Yao	Beijing University of Technology	CHN
662	2901	Yixin Chen	Washington University in St. Louis	USA
663	2902	Matthew Wood	Newcastle University	GBR
663	2903	Andrew Garbett	Newcastle University	GBR
663	2904	Kellie Morrissey	Newcastle University	GBR
663	2905	Peter Hopkins	Newcastle University	GBR
663	2906	Madeline Balaam	KTH Royal Institute of Technology	SWE
664	2907	Pablo E. Paredes	Stanford University	USA
664	2908	Francisco Ordoñez	USFQ	ECU
664	2909	Wendy Ju	Cornell Tech	USA
664	2910	James A. Landay	Stanford University	USA
665	2911	Stevie Chancellor	Georgia Institute of Technology	USA
665	2912	Andrea Hu	Georgia Institute of Technology	USA
665	2913	Munmun De Choudhury	Georgia Institute of Technology	USA
666	2914	Diana Freed	Cornell Tech	USA
666	2915	Jackeline Palmer	Hunter College	USA
666	2916	Diana Minchala	City College of New York	USA
666	2917	Karen Levy	Cornell University	USA
666	2918	Thomas Ristenpart	Cornell Tech	USA
666	2919	Nicola Dell	Cornell Tech	USA
667	2920	Yang Zhang	Carnegie Mellon University	USA
667	2921	Gierad Laput	Carnegie Mellon University	USA
667	2922	Chris Harrison	Carnegie Mellon University	USA
668	2923	Sidharth Sahdev	University of Toronto	CAN
668	2924	Clifton Forlines	Tactual Labs New York	USA
668	2925	Ricardo Jota	Tactual Labs Toronto	CAN
668	2926	Bruno De Araujo	University of Toronto	CAN
668	2927	Braon Moseley	Tactual Labs New York	USA
668	2928	Jonathan Deber	Tactual Labs Toronto	CAN
668	2929	Steven Sanders	Tactual Labs New York	USA
668	2930	Darren Leigh	Tactual Labs New York	USA
668	2931	Daniel Wigdor	University of Toronto	CAN
669	2932	Judith Amores	Massachusetts Institute of Technology	USA
669	2933	Pattie Maes	Massachusetts Institute of Technology	USA
670	2934	Abigail C. Evans	University of Washington	USA
670	2935	Katie Davis	University of Washington	USA
670	2936	James Fogarty	University of Washington	USA
670	2937	Jacob O. Wobbrock	University of Washington	USA
671	2938	Oliver L. Haimson	Microsoft Research	USA
671	2939	John C. Tang	Microsoft Research	USA
672	2940	Manuela Züger	University of Zurich	CHE
672	2941	Christopher Corley	ABB Corporate Research	USA
672	2942	Andre´ N. Meyer	University of Zurich	CHE
672	2943	Boyang Li	ABB Corporate Research	USA
672	2944	Thomas Fritz	University of Zurich	CHE
672	2945	David Shepherd	ABB Corporate Research	USA
672	2946	Vinay Augustine	ABB Corporate Research	USA
672	2947	Patrick Francis	ABB Corporate Research	USA
672	2948	Nicholas Kraft	ABB Corporate Research	USA
672	2949	Will Snipes	ABB Corporate Research	USA
673	2950	Nicolas Kokkalis	Stanford University	USA
673	2951	Chengdiao Fan	Stanford University	USA
673	2952	Johannes Roith	Stanford University	USA
673	2953	Michael S. Bernstein	Stanford University	USA
673	2954	Scott Klemmer	University of California San Diego	USA
674	2955	Frank Bentley	Yahoo	USA
674	2956	Nediyana Daskalova	Yahoo	USA
674	2957	Nazanin Andalibi	Yahoo	USA
675	2958	Sowmya Somanath	University of Calgary	CAN
675	2959	Lora Oehlberg	University of Calgary	CAN
675	2960	Janette Hughes	University of Ontario	CAN
675	2961	Ehud Sharlin	University of Calgary	CAN
675	2962	Mario Costa Sousa	University of Calgary	CAN
676	2963	Sharon Lynn Chu	Texas A&M University	USA
676	2964	Rebecca Schlegel	Texas A&M University	USA
676	2965	Francis Quek	Texas A&M University	USA
676	2966	Andrew Christy	Texas A&M University	USA
676	2967	Kaiyuan Chen	Texas A&M University	USA
677	2968	Sophie Landwehr Sydow	Stockholm University	SWE
677	2969	Jakob Tholander	Stockholm University	SWE
677	2970	Martin Jonsson	Södertörn University	SWE
678	2971	Majeed Kazemitabaar	University of Maryland	USA
678	2972	Jason McPeak	University of Maryland	USA
678	2973	Alexander Jiao	University of Maryland	USA
678	2974	Liang He	University of Maryland	USA
678	2975	Thomas Outing	University of Maryland	USA
678	2976	Jon E. Froehlich	University of Maryland	USA
679	2977	Nataly Birbeck	Newcastle University	GBR
679	2978	Shaun Lawson	Northumbria University	GBR
679	2979	Kellie Morrissey	Newcastle University	GBR
679	2980	Tim Rapley	Newcastle University	GBR
679	2981	Patrick Olivier	Newcastle University	GBR
680	2982	Naomi Yamashita	NTT Corporation	JPN
680	2983	Hideaki Kuzuoka	University of Tsukuba	JPN
680	2984	Keiji Hirata	Future University Hakodate	JPN
680	2985	Takashi Kudo	Osaka University Department of Psychiatry	JPN
680	2986	Eiji Aramaki	Nara Institute of Science and Technology	JPN
680	2987	Kazuki Hattori	University of Tsukuba	JPN
681	2988	Lydia Manikonda	Arizona State University	USA
681	2989	Munmun De Choudhury	Georgia Institute of Technology	USA
682	2990	Jessica L. Feuston	Northwestern University	USA
682	2991	Charlotte G. Marshall-Fricker	Northwestern University	USA
682	2992	Anne Marie Piper	Northwestern University	USA
683	2993	John Sarracino	University of California San Diego	USA
683	2994	Odaris Barrios-Arciga	Scripps College	USA
683	2995	Jasmine Zhu	Harvey Mudd	USA
683	2996	Noah Marcus	Harvey Mudd	USA
683	2997	Sorin Lerner	University of California San Diego	USA
683	2998	Ben Wiedermann	Harvey Mudd	USA
684	2999	Carl Gutwin	University of Saskatchewan	CAN
684	3000	Andy Cockburn	University of Canterbury	NZL
684	3001	Ashley Coveney	University of Saskatchewan	CAN
685	3002	Arturo Deza	University of California Santa Barbara	USA
685	3003	Jeffrey R. Peters	University of California Santa Barbara	USA
685	3004	Grant S. Taylor	U.S. Army Aviation Development Directorate	USA
685	3005	Amit Surana	United Technologies Research Center	USA
685	3006	Miguel P. Eckstein	University of California Santa Barbara	USA
686	3007	Shota Yamanaka	Meiji University	JPN
686	3008	Wolfgang Stuerzlinger	Simon Fraser University	CAN
686	3009	Homei Miyashita	Meiji University	JPN
687	3010	Mathieu Nancel	University of Waterloo	CAN
687	3011	Edward Lank	University of Waterloo	CAN
688	3012	Daniel Horodniczy	McGill University	CAN
688	3013	Jeremy R Cooperstock	McGill University	CAN
689	3014	Julien Gori	Université Paris-Saclay	FRA
689	3015	Olivier Rioul	Université Paris-Saclay	FRA
689	3016	Yves Guiard	Université Paris-Saclay	FRA
690	3017	Joseph Lindley	Lancaster University	GBR
690	3018	Paul Coulton	Lancaster University	GBR
690	3019	Miriam Sturdee	Lancaster University	GBR
691	3020	Graham Dove	Aarhus University	DNK
691	3021	Kim Halskov	Aarhus University	DNK
691	3022	Jodi Forlizzi	Carnegie Mellon University	USA
691	3023	John Zimmerman	Carnegie Mellon University	USA
692	3024	Amy Gonzales	Indiana University Bloomington	USA
693	3025	Joseph E Michaelis	University of Wisconsin-Madison	USA
693	3026	Bilge Mutlu	University of Wisconsin-Madison	USA
694	3027	Irene Rae	Microsoft Research	USA
694	3028	Carman Neustaedter	Simon Fraser University	CAN
695	3029	Mina Choi	University of Wisconsin-Madison	USA
695	3030	Rachel Kornfield	University of Wisconsin-Madison	USA
695	3031	Leila Takayama	University of California	USA
695	3032	Bilge Mutlu	University of Wisconsin-Madison	USA
696	3033	Cristina Zaga	University of Twente	NLD
696	3034	Roelof A.J. de Vries	University of Twente	NLD
696	3035	Jamy Li	University of Twente	NLD
696	3036	Khiet P. Truong	University of Twente	NLD
696	3037	Vanessa Evers	University of Twente	NLD
697	3038	Veronica Ahumada Newhart	University of California Irvine	USA
697	3039	Judith S. Olson	University of California Irvine	USA
698	3040	Tianyin Xu	University of California San Diego	USA
698	3041	Han Min Naing	University of California San Diego	USA
698	3042	Le Lu	University of California San Diego	USA
698	3043	Yuanyuan Zhou	University of California San Diego	USA
699	3044	Kristopher Micinski	University of Maryland	USA
699	3045	Daniel Votipka	University of Maryland	USA
699	3046	Rock Stevens	University of Maryland	USA
699	3047	Nikolaos Kofinas	University of Maryland	USA
699	3048	Michelle L. Mazurek	University of Maryland	USA
699	3049	Jeffrey S. Foster	University of Maryland	USA
700	3050	Can Liu	Rutgers University	USA
700	3051	Gradeigh D. Clark	Rutgers University	USA
700	3052	Janne Lindqvist	Rutgers University	USA
701	3053	Jun Ho Huh	Honeywell ACS Labs	USA
701	3054	Hyoungshick Kim	Sungkyunkwan University	KOR
701	3055	Swathi S.V.P. Rayala	Oregon State University	USA
701	3056	Rakesh B. Bobba	Oregon State University	USA
701	3057	Konstantin Beznosov	University of British Columbia	CAN
702	3058	Remo M.A. van der Heiden	Utrecht University	NLD
702	3059	Shamsi T. Iqbal	Microsoft Research	USA
702	3060	Christian P. Janssen	Utrecht University	NLD
703	3061	Minna Kamppuri	University of Joensuu	FIN
703	3062	Roman Bednarik	University of Joensuu	FIN
703	3063	Markku Tukiainen	University of Joensuu	FIN
704	3064	David Sirkin	Stanford University	USA
704	3065	Nikolas Martelaro	Stanford University	USA
704	3066	Mishel Johns	Stanford University	USA
704	3067	Wendy Ju	Stanford University	USA
705	3068	Barry Brown	University of Stockholm	SWE
705	3069	Eric Laurier	University of Edinburgh	GBR
706	3070	Caleb Southern	Georgia Institute of Technology	USA
706	3071	Yunnuo Cheng	Georgia Institute of Technology	USA
706	3072	Cheng Zhang	Georgia Institute of Technology	USA
706	3073	Gregory D. Abowd	Georgia Institute of Technology	USA
707	3074	David Chatting	Newcastle University	GBR
707	3075	David S. Kirk	Northumbria University	GBR
707	3076	Abigail C. Durrant	Northumbria University	GBR
707	3077	Chris Elsden	Newcastle University	GBR
707	3078	Paulina Yurman	Goldsmiths University of London	GBR
707	3079	Jo-Anne Bichard	Royal College of Art	GBR
708	3080	Nazli Cila	Amsterdam University of Applied Sciences	NLD
708	3081	Iskander Smit	Info.nl	NLD
708	3082	Elisa Giaccardi	Delft University of Technology	NLD
708	3083	Ben Kröse	Amsterdam University of Applied Sciences	NLD
709	3084	Batya Friedman	University of Washington	USA
709	3085	Daisy Yoo	University of Washington	USA
710	3086	Katherine Isbister	University of California Santa Cruz	USA
