paper_id	id	country	city	nb_participants
2645	1148	HND		1
2645	1149	MEX		1
2645	1150	SLV		1
2652	1151	SWE	Uppsala	15
2655	1152	ZAF		1
2656	1153	SGP		12
2657	1154	DEU		9
2658	1155	CHN	Gansu	6
2660	1156	CIV		74
2663	1157	USA		288
2665	1158	CHN	Hong Kong	18
2667	1159	GBR		474
2667	1160	CHN		193
2669	1161	CHE		18
2671	1162	DNK	Aarhus	12
2672	1163	FIN	Helsinki	31
2676	1164	TWN	Taipeh	16
2678	1165	PAK		98
2679	1166	USA	Boulder	11
2686	1167	GBR		20
2687	1168	DNK	Copenhagen	20
2688	1169	USA	Chicago	12
2695	1170	USA	Pittsburgh	54
2697	1171	USA	Redmond	8
2698	1172	USA	Pittsburgh	29
2700	1173	USA		11
2703	1174	CAN	Waterloo	32
2704	1175	AUS	Melbourne	42
2707	1176	CHN		24
2708	1177	USA		378
2709	1178	USA		375
2710	1179	USA		257
2710	1180	IND		39
2710	1181	ITA		1
2710	1182	FRA		1
2710	1183	THA		1
2710	1184	ZAF		1
2711	1185	KOR		46
2712	1186	IRL		1308
2713	1187	MEX		33
2713	1188	SLV		1
2713	1189	HND		1
2714	1190	USA	Ann Arbor	8
2715	1191	USA		20
2716	1192	AUS	Queensland	65
2718	1193	PRT	Funchal	78
2719	1194	DEU	Hannover	24
2721	1195	USA		21
2723	1196	USA		18
2726	1197	USA	Seattle	10
2727	1198	ITA	Milan	107
2728	1199	USA		41
2730	1200	USA		360
2733	1201	USA		11
2735	1202	USA		35
2735	1203	DEU		7
2735	1204	GBR		4
2735	1205	FIN		4
2735	1206	AUS		3
2738	1207	KEN	Tambach	4
2738	1208	KEN	Kabarnet	2
2738	1209	KEN	Kitale	4
2738	1210	KEN	Eldoret	1
2740	1211	USA	Ann Arbor	16
2743	1212	USA	West Lafayette	5
2744	1213	DEU		66
2744	1214	BIH		1
2744	1215	CHN		1
2744	1216	AUT		1
2744	1217	CHE		1
2744	1218	LUX		1
2745	1219	GBR		24
2747	1220	USA	Detroit	17
2748	1221	JAM	Kingston	20
2748	1222	LCA	Castries	17
2752	1223	GBR	Swansea	21
2753	1224	USA		24
2753	1225	JPN		20
2755	1226	AUS	Sydney	11
2756	1227	SWE	Stockholm	44
2758	1228	CHN	Beijing	160
2771	1229	USA		256
2772	1230	USA	Pittsburgh	17
2778	1231	CAN		2
2778	1232	FRA		2
2778	1233	DEU		2
2778	1234	ITA		2
2778	1235	KOR		2
2778	1236	ESP		2
2778	1237	TUR		2
2778	1238	GBR		2
2778	1239	USA		2
2781	1240	USA		256
2785	1241	DEU		11
2787	1242	USA		28
2797	1243	CAN		30
2798	1244	USA		305
2800	1245	USA	Orlando	18
2801	1246	USA		16
2802	1247	USA	Davidson	128
2805	1248	DNK		13
2812	1249	USA	Seattle	8
2815	1250	USA		17
2815	1251	CAN		2
2816	1252	CAN	Saskatoon	70
2818	1253	AUS		630
2818	1254	BRA		8930
2818	1255	CAN		858
2818	1256	FRA		2198
2818	1257	DEU		785
2818	1258	IND		4154
2818	1259	IDN		2812
2818	1260	MEX		8898
2818	1261	PHL		1592
2818	1262	ESP		1780
2818	1263	THA		3289
2818	1264	TUR		2418
2818	1265	GBR		1425
2818	1266	USA		5682
2818	1267	VNM		4483
2822	1268	CHN		30
2823	1269	GBR		25
2824	1270	CHN	Beijing	22
2833	1271	KOR		25
2837	1272	USA		2351
2840	1273	USA	Bloomington	565
2841	1274	AUT	Vienna	18
2845	1275	GBR		47
2846	1276	ITA		56
2846	1277	DEU		1
2846	1278	PRT		1
2846	1279	USA		1
2846	1280	AUS		1
2848	1281	IND		12
2851	1282	USA	Gainesville	26
2854	1283	CAN		1
2854	1284	DEU		1
2854	1285	MDA		1
2854	1286	ESP		1
2854	1287	SWE		1
2854	1288	CHE		1
2855	1289	DEU		39
2856	1290	CHN		48
2857	1291	GHA		20
2860	1292	USA		19
2862	1293	USA	Pittsburgh	24
2865	1294	BRA		1
2865	1295	DEU		1
2865	1296	DNK		1
2865	1297	FRA		1
2865	1298	GBR		1
2865	1299	IDN		1
2865	1300	IND		1
2865	1301	JPN		1
2865	1302	KOR		1
2865	1303	MEX		1
2865	1304	NOR		1
2865	1305	PHL		1
2865	1306	SWE		1
2865	1307	SGP		1
2865	1308	THA		1
2865	1309	TUR		1
2865	1310	USA		1
2865	1311	VNM		1
2867	1312	USA		34
2869	1313	CAN	Vancouver	2
2869	1314	CAN	Ottawa	1
2869	1315	GBR		0
2875	1316	USA	Boston	10
2879	1317	USA		25
2880	1318	USA		116
2881	1319	FRA	Paris	16
2882	1320	KEN		18
2883	1321	TWN		20
2886	1322	CHE	Zurich	70
2888	1323	USA		6
2888	1324	CAN		4
2891	1325	DNK		14
2892	1326	GBR	Bristol	17
2893	1327	USA	Pittsburgh	24
2896	1328	USA		26
2896	1329	CAN		2
2896	1330	GBR		2
2906	1331	USA	Boulder	5
2910	1332	USA	Houston	11
2924	1333	USA		3205
2929	1334	USA		9
2931	1335	USA		22
2932	1336	NZL	Auckland	24
2933	1337	USA		90
2937	1338	DEU		23
2938	1339	NLD		28
2940	1340	GBR		10
2942	1341	GBR	Lancaster	9
2942	1342	GBR	Edinburgh	11
2942	1343	GBR	London	12
2946	1344	IND		136
2947	1345	GBR	London	76
2948	1346	AUS	Melbourne	15
2949	1347	USA		6
2951	1348	KOR	Daejon	10
2953	1349	USA	Boston	68
2954	1350	BGD		73
2955	1351	USA		14
2957	1352	CHE		642
2958	1353	USA	Merced	11
2959	1354	NLD		19
2962	1355	IRL		10
2962	1356	ROU		15
2963	1357	USA		27
2964	1358	KOR		10
2964	1359	MYS		2
2964	1360	ITA		1
2964	1361	NLD		1
2964	1362	BRA		1
2964	1363	CHL		1
2964	1364	USA		1
2964	1365	AUS		6
2969	1366	CHN		1
2969	1367	COD		2
2969	1368	MEX		3
2969	1369	PHL		1
2969	1370	RUS		2
2969	1371	AFG		1
2969	1372	BRA		1
2969	1373	IRQ		1
2969	1374	JPN		1
2969	1375	NPL		1
2969	1376	VEN		1
2970	1377	CHE	Zürich	55
2972	1378	USA		18
2974	1379	CAN	Waterloo	24
2977	1380	USA		16
2978	1381	GBR	Bath	18
2979	1382	DNK	Aaarhus	243
2982	1383	USA		1
2982	1384	GBR		1
2982	1385	DEU		1
2982	1386	BRA		1
2982	1387	ITA		1
2982	1388	CHE		1
2983	1389	CAN		17
2984	1390	USA		1
2984	1391	GBR		1
2984	1392	AUS		1
2984	1393	CAN		1
2987	1394	USA	Atlanta	34
2990	1395	SAU		18
2991	1396	KOR		73
2994	1397	CHN	Ningbo	1
2994	1398	CHN	Beijing	5
2994	1399	CHN	Hangzhou	2
2994	1400	CHN	Shanghai	3
2994	1401	CHN	Suzhou	1
2994	1402	CHN	Guangzhou	4
2994	1403	CHN	Shenzen	2
2994	1404	CHN	Changsha	2
2994	1405	CHN	Yinchuan	4
2994	1406	CHN	Chongqing	2
2994	1407	CHN	Nanjing	1
2994	1408	CHN	Taiyuan	1
2994	1409	CHN	Xiamen	1
2994	1410	CHN	Shijiazhuang	1
2994	1411	CHN	Nanchang	1
2994	1412	CHN	Wuhan	1
2994	1413	CHN	Shenyang	1
2994	1414	CAN		3
2994	1415	USA		3
2996	1416	CHN	Hong Kong	18
3006	1417	USA		180
3007	1418	AUS	Melbourne	15
3009	1419	GBR		8
3009	1420	SGP		1
3009	1421	NLD		4
3009	1422	IRL		3
3009	1423	USA		1
3009	1424	BEL		2
3009	1425	SWE		1
3009	1426	CAN		1
3009	1427	AUS		1
3013	1428	USA		16
3016	1429	SYR		5
3016	1430	BGD		1
3016	1431	TUR		4
3016	1432	IRQ		1
3016	1433	IRN		1
3020	1434	USA	Philadelphia	13
3026	1435	SGP	Singapore	80
3029	1436	GBR	London	64
3030	1437	GBR		55
3033	1438	IND	Delhi	174
3034	1439	USA		46
3034	1440	ARG		70
3036	1441	DEU		51
3036	1442	AUT		3
3037	1443	CHE	Geneva	7
3038	1444	KEN	Kibera	6
3041	1445	GBR	Bath	15
3043	1446	AUS	Brisbane	12
3046	1447	JPN		15
3047	1448	ITA	Milan	48
3051	1449	USA		6007
3052	1450	GBR	Oxford	58
3053	1451	CHN		295
3054	1452	IND	Bangalore	38
3055	1453	DEU		48
3059	1454	USA		1181
3060	1455	USA		13
3063	1456	PAK		216
3065	1457	NLD		28
3066	1458	USA		36
3068	1459	USA	West Lafayette	32
3070	1460	USA		20
3070	1461	DEU		5
3070	1462	CAN		4
3070	1463	TUN		1
3070	1464	ITA		1
3070	1465	IND		2
3070	1466	BGR		1
3070	1467	ESP		2
3070	1468	CHN		1
3070	1469	CYP		1
3070	1470	FRA		1
3070	1471	IRN		1
3070	1472	IRL		1
3070	1473	MEX		1
3070	1474	PRT		1
3070	1475	RUS		1
3070	1476	SGP		1
3070	1477	SVN		1
3070	1478	SWE		1
3070	1479	GBR		1
3070	1480	UKR		1
3075	1481	CHN	Hong Kong	30
3076	1482	GBR	London	21
3078	1483	CHN	Beijing	28
3079	1484	CHN		12
3080	1485	TWN	Hsinchu	24
3084	1486	CHN		60
3086	1487	USA		9
3087	1488	DEU		16
3090	1489	DEU		9
3091	1490	FIN		33
3093	1491	BTN		63
3095	1492	USA		2
3096	1493	DEU		9
3097	1494	USA		55
3098	1495	THA		11
3099	1496	DEU	Munich	19
3100	1497	DEU		24
3101	1498	CAN		3
3102	1499	USA		1
3102	1500	CAN	Vancouver	1
3104	1501	USA		11
3104	1502	CHE		24
3106	1503	CHN	Hong Kong	18
3112	1504	CHE	St. Gallen	54
3116	1505	FRA	Paris	5
3122	1506	DEU	Clausthal- Zellerfeld	48
3128	1507	NLD		51
3128	1508	JPN		27
3131	1509	AUS	Brisbane	46
3133	1510	USA	Blacksburg	20
3143	1511	DNK		51
3147	1512	GBR		11
3150	1513	BEL		1
3150	1514	CAN		1
3150	1515	IND		1
3150	1516	LBN		1
3150	1517	ZAF		1
3150	1518	KOR		1
3150	1519	TUR		1
3150	1520	GBR		1
3150	1521	USA		1
3154	1522	GBR	Newcastle	10
3155	1523	JPN	Tsukuba	18
3158	1524	KOR	Ulsan	21
3164	1525	USA		8
3168	1526	CZE	Brno	60
3171	1527	DEU		36
3180	1528	CAN		27
3181	1529	CAN	Waterloo	24
3182	1530	FIN	Helsinki	31
3186	1531	USA	Chicago	10
3188	1532	NLD		32
3194	1533	USA	Stanford	15
3195	1534	DEU	Bremen	16
3198	1535	USA		37
3201	1536	DEU	Ulm	18
3203	1537	JPN	Tokyo	8
3204	1538	GBR		4
3213	1539	USA		9
3224	1540	FIN	Helsinki	6
3229	1541	USA		67
3240	1542	USA		1588
3242	1543	USA		16
3243	1544	KOR	Daejon	10
3244	1545	FIN	Oulu	14
3257	1546	DEU	Munich	21
3259	1547	DNK		17
3261	1548	CAN		347
3262	1549	USA	Ann Arbor	19
3265	1550	GBR		20
3268	1551	USA		160
3268	1552	CHN	Chengdu	18
